cluster,desc_text_length,desc_unique_word_count,desc_lexical_diversity,desc_avg_word_length,rev_text_length,rev_unique_word_count,rev_lexical_diversity,rev_avg_word_length,cosine_similarity
0,0.35771356033452806,0.4384707287933094,0.671633898439192,0.45861929507280597,0.2584717159443769,0.34247479031194045,0.3974341878254303,0.5762522186979795,0.4004059613330255
1,0.6847315840154068,0.6499224308564703,0.3596164792543186,0.38374722189862287,0.5780091039335521,0.6728191105540998,0.24043562563986223,0.6062337760265358,0.643469656752715
2,0.7058131720430106,0.6337738948626045,0.28930407897203697,0.33145494874886244,0.27594673957067634,0.3625424088210348,0.3863572838822997,0.5530570075918827,0.44395933902495543
